grant_id,pi_id,award_amount,funding_agency,start_date,end_date,department,status,publication_count
GNT_0000001299,FAC_00000192,246822,NSF,2020-01-24,2023-01-23,College of Natural Sciences,Completed,4
GNT_0000001300,FAC_00000022,629322,EPA,2023-02-27,2025-02-26,College of Natural Sciences,Completed,13
GNT_0000001301,FAC_00000651,1184058,DOD,2018-07-10,2023-07-09,College of Natural Sciences,Completed,54
GNT_0000001302,FAC_00000180,149577,DOE,2020-03-13,2022-03-13,College of Natural Sciences,Completed,3
GNT_0000001303,FAC_00000260,1047110,EPA,2022-02-01,2025-01-31,College of Natural Sciences,Completed,33
GNT_0000001304,FAC_00000506,111302,USDA,2022-08-01,2026-07-31,College of Natural Sciences,Active,1
GNT_0000001305,FAC_00000635,128619,DOD,2019-04-07,2021-04-06,College of Natural Sciences,Completed,2
GNT_0000001306,FAC_00000186,86165,USDA,2018-06-02,2021-06-01,College of Natural Sciences,Completed,3
GNT_0000001307,FAC_00000661,21087,NSF,2022-11-17,2025-11-16,College of Natural Sciences,Completed,1
GNT_0000001308,FAC_00000065,25868,DOD,2024-05-26,2026-05-26,College of Natural Sciences,Cancelled,1
GNT_0000001309,FAC_00000686,7426,Industrial Partner,2019-03-10,2022-03-09,College of Natural Sciences,Completed,0
GNT_0000001310,FAC_00000257,78579,DOC,2021-04-23,2022-04-23,College of Natural Sciences,Completed,1
GNT_0000001311,FAC_00000210,5331,DOC,2024-12-23,2027-12-23,College of Natural Sciences,Active,0
GNT_0000001312,FAC_00000288,76507,EPA,2021-02-20,2023-02-20,College of Natural Sciences,Completed,0
GNT_0000001313,FAC_00000067,5000000,DOD,2022-09-28,2024-09-27,College of Natural Sciences,Completed,96
GNT_0000001314,FAC_00000406,135364,EPA,2018-04-19,2021-04-18,College of Natural Sciences,Completed,4
GNT_0000001315,FAC_00000362,301003,Industrial Partner,2023-03-10,2026-03-09,College of Natural Sciences,Completed,13
GNT_0000001316,FAC_00000326,24073,USDA,2019-09-28,2024-09-26,College of Natural Sciences,Completed,1
GNT_0000001317,FAC_00000141,10187,DOD,2021-05-17,2023-05-17,College of Natural Sciences,Cancelled,0
GNT_0000001318,FAC_00000508,881374,EPA,2022-02-08,2025-02-07,College of Natural Sciences,Completed,26
GNT_0000001319,FAC_00000432,377871,Private Foundation,2024-01-01,2028-12-30,College of Natural Sciences,Active,24
GNT_0000001320,FAC_00000077,215677,Industrial Partner,2019-05-04,2024-05-02,College of Natural Sciences,Completed,20
GNT_0000001321,FAC_00000092,5000000,Industrial Partner,2020-12-14,2022-12-14,College of Natural Sciences,Completed,98
GNT_0000001322,FAC_00000270,1597499,EPA,2021-10-26,2024-10-25,College of Natural Sciences,Completed,51
GNT_0000001323,FAC_00000117,78187,DOE,2024-02-27,2026-02-26,College of Natural Sciences,Completed,3
GNT_0000001324,FAC_00000393,62795,Private Foundation,2018-01-11,2020-01-11,College of Natural Sciences,Completed,4
GNT_0000001325,FAC_00000138,34179,DOC,2022-04-02,2025-04-01,College of Natural Sciences,Completed,0
GNT_0000001326,FAC_00000260,37758,Industrial Partner,2021-03-04,2023-03-04,College of Natural Sciences,Completed,0
GNT_0000001327,FAC_00000431,86497,NIH,2020-06-03,2023-06-03,College of Natural Sciences,Cancelled,3
GNT_0000001328,FAC_00000681,174981,NSF,2020-07-16,2023-07-16,College of Natural Sciences,Completed,9
GNT_0000001329,FAC_00000386,1016985,EPA,2023-12-12,2026-12-11,College of Natural Sciences,Active,23
GNT_0000001330,FAC_00000151,1092977,DOE,2024-12-18,2026-12-18,College of Natural Sciences,Active,28
GNT_0000001331,FAC_00000335,103238,NSF,2024-07-23,2027-07-23,College of Natural Sciences,Active,3
GNT_0000001332,FAC_00000588,304151,DOC,2022-05-13,2024-05-12,College of Natural Sciences,Cancelled,3
GNT_0000001333,FAC_00000176,799150,NIH,2022-12-26,2024-12-25,College of Natural Sciences,Completed,15
GNT_0000001334,FAC_00000513,104822,Industrial Partner,2022-04-08,2025-04-07,College of Natural Sciences,Completed,7
GNT_0000001335,FAC_00000148,146902,Private Foundation,2021-11-28,2023-11-28,College of Natural Sciences,Completed,2
GNT_0000001336,FAC_00000195,5000000,USDA,2020-10-28,2023-10-28,College of Natural Sciences,Completed,151
GNT_0000001337,FAC_00000319,154692,EPA,2018-06-08,2023-06-07,College of Natural Sciences,Completed,4
GNT_0000001338,FAC_00000023,3040271,NSF,2022-05-18,2026-05-17,College of Natural Sciences,Completed,133
GNT_0000001339,FAC_00000270,3258653,EPA,2019-02-03,2022-02-02,College of Natural Sciences,Completed,91
GNT_0000001340,FAC_00000234,105224,DOC,2023-01-11,2028-01-10,College of Natural Sciences,Active,9
GNT_0000001341,FAC_00000601,40372,DOC,2019-01-27,2021-01-26,College of Natural Sciences,Completed,1
GNT_0000001342,FAC_00000422,633032,Industrial Partner,2024-02-25,2026-02-24,College of Natural Sciences,Completed,8
GNT_0000001343,FAC_00000400,465055,NSF,2019-05-16,2023-05-15,College of Natural Sciences,Completed,16
GNT_0000001344,FAC_00000390,220590,DOD,2023-07-09,2026-07-08,College of Natural Sciences,Completed,3
GNT_0000001345,FAC_00000053,476192,USDA,2019-03-16,2021-03-15,College of Natural Sciences,Completed,14
GNT_0000001346,FAC_00000255,244989,DOE,2021-09-27,2023-09-27,College of Natural Sciences,Completed,6
GNT_0000001347,FAC_00000019,173423,Industrial Partner,2020-10-26,2021-10-26,College of Natural Sciences,Completed,2
GNT_0000001348,FAC_00000645,23633,EPA,2022-07-28,2025-07-27,College of Natural Sciences,Completed,1
GNT_0000001349,FAC_00000562,479448,USDA,2024-02-11,2027-02-10,College of Natural Sciences,Active,19
GNT_0000001350,FAC_00000503,173866,DOE,2018-08-08,2021-08-07,College of Natural Sciences,Completed,3
GNT_0000001351,FAC_00000688,39000,DOC,2019-09-11,2021-09-10,College of Natural Sciences,Completed,1
GNT_0000001352,FAC_00000540,288135,DOE,2020-06-24,2024-06-23,College of Natural Sciences,Completed,14
GNT_0000001353,FAC_00000468,40489,Private Foundation,2020-02-05,2021-02-04,College of Natural Sciences,Completed,1
GNT_0000001354,FAC_00000288,1728900,DOC,2018-09-25,2022-09-24,College of Natural Sciences,Completed,56
GNT_0000001355,FAC_00000559,670772,USDA,2023-02-15,2028-02-14,College of Natural Sciences,Active,41
GNT_0000001356,FAC_00000114,25855,DOD,2018-08-11,2020-08-10,College of Natural Sciences,Completed,0
GNT_0000001357,FAC_00000077,2577888,Industrial Partner,2023-02-05,2025-02-04,College of Natural Sciences,Completed,51
GNT_0000001358,FAC_00000581,11230,DOE,2020-04-19,2024-04-18,College of Natural Sciences,Completed,0
GNT_0000001359,FAC_00000095,166646,DOC,2023-06-25,2025-06-24,College of Natural Sciences,Completed,2
GNT_0000001360,FAC_00000298,248139,DOE,2021-10-16,2023-10-16,College of Natural Sciences,Completed,8
GNT_0000001361,FAC_00000370,363450,DOD,2019-09-04,2022-09-03,College of Natural Sciences,Completed,12
GNT_0000001362,FAC_00000363,283710,Industrial Partner,2021-06-12,2023-06-12,College of Natural Sciences,Cancelled,9
GNT_0000001363,FAC_00000114,231731,Private Foundation,2023-05-05,2024-05-04,College of Natural Sciences,Completed,2
GNT_0000001364,FAC_00000287,12374,Industrial Partner,2021-07-28,2023-07-28,College of Natural Sciences,Completed,0
GNT_0000001365,FAC_00000391,57699,NSF,2019-11-02,2024-10-31,College of Natural Sciences,Completed,3
GNT_0000001366,FAC_00000610,117198,Private Foundation,2019-11-26,2023-11-25,College of Natural Sciences,Completed,3
GNT_0000001367,FAC_00000125,89949,DOD,2021-10-15,2025-10-14,College of Natural Sciences,Completed,6
GNT_0000001368,FAC_00000542,124133,DOE,2023-03-08,2026-03-07,College of Natural Sciences,Completed,3
GNT_0000001369,FAC_00000104,762440,Private Foundation,2021-12-13,2022-12-13,College of Natural Sciences,Completed,7
GNT_0000001370,FAC_00000651,29951,DOD,2021-01-05,2024-01-05,College of Natural Sciences,Completed,1
GNT_0000001371,FAC_00000341,64910,USDA,2021-05-26,2025-05-25,College of Natural Sciences,Completed,0
GNT_0000001372,FAC_00000508,25910,DOE,2019-05-14,2021-05-13,College of Natural Sciences,Completed,0
GNT_0000001373,FAC_00000367,24602,Industrial Partner,2019-12-27,2022-12-26,College of Natural Sciences,Completed,0
GNT_0000001374,FAC_00000073,824529,DOE,2024-06-25,2027-06-25,College of Natural Sciences,Active,23
GNT_0000001375,FAC_00000689,833996,DOC,2020-05-14,2022-05-14,College of Natural Sciences,Completed,18
GNT_0000001376,FAC_00000097,400201,NIH,2022-08-15,2025-08-14,College of Natural Sciences,Completed,12
GNT_0000001377,FAC_00000642,561430,Private Foundation,2021-03-02,2023-03-02,College of Natural Sciences,Completed,14
GNT_0000001378,FAC_00000441,1218926,DOD,2022-06-03,2023-06-03,College of Natural Sciences,Completed,19
GNT_0000001379,FAC_00000413,352689,DOC,2023-08-04,2025-08-03,College of Natural Sciences,Completed,3
GNT_0000001380,FAC_00000582,388875,NSF,2020-01-15,2025-01-13,College of Natural Sciences,Completed,21
GNT_0000001381,FAC_00000020,218256,NSF,2018-04-02,2021-04-01,College of Natural Sciences,Completed,7
GNT_0000001382,FAC_00000468,290064,USDA,2024-09-15,2028-09-14,College of Natural Sciences,Active,12
GNT_0000001383,FAC_00000182,1288372,USDA,2019-02-12,2022-02-11,College of Natural Sciences,Completed,43
GNT_0000001384,FAC_00000363,103153,Private Foundation,2023-07-26,2024-07-25,College of Natural Sciences,Completed,1
GNT_0000001385,FAC_00000526,35533,DOC,2024-05-25,2027-05-25,College of Natural Sciences,Active,1
GNT_0000001386,FAC_00000179,71609,Industrial Partner,2024-11-16,2028-11-15,College of Natural Sciences,Active,1
GNT_0000001387,FAC_00000308,146593,NSF,2018-09-21,2022-09-20,College of Natural Sciences,Completed,5
GNT_0000001388,FAC_00000503,1016087,DOC,2021-04-16,2026-04-15,College of Natural Sciences,Completed,43
GNT_0000001389,FAC_00000233,1561583,DOC,2022-11-24,2023-11-24,College of Natural Sciences,Completed,13
GNT_0000001390,FAC_00000635,15379,DOD,2020-01-07,2024-01-06,College of Natural Sciences,Completed,0
GNT_0000001391,FAC_00000550,286349,Industrial Partner,2022-02-16,2026-02-15,College of Natural Sciences,Completed,11
GNT_0000001392,FAC_00000031,267900,NSF,2020-06-10,2021-06-10,College of Natural Sciences,Completed,4
GNT_0000001393,FAC_00000070,220081,DOE,2019-04-17,2020-04-16,College of Natural Sciences,Completed,6
GNT_0000001394,FAC_00000170,790632,Industrial Partner,2020-01-25,2023-01-24,College of Natural Sciences,Completed,27
GNT_0000001395,FAC_00000620,5000,USDA,2020-03-15,2021-03-15,College of Natural Sciences,Completed,0
GNT_0000001396,FAC_00000697,43013,DOD,2018-05-27,2020-05-26,College of Natural Sciences,Completed,0
GNT_0000001397,FAC_00000392,1360618,DOE,2022-02-27,2024-02-27,College of Natural Sciences,Completed,29
GNT_0000001398,FAC_00000331,269777,DOC,2018-05-17,2020-05-16,College of Natural Sciences,Completed,6
GNT_0000001399,FAC_00000033,48839,EPA,2019-06-23,2022-06-22,College of Natural Sciences,Completed,4
GNT_0000001400,FAC_00000078,94534,NSF,2019-08-22,2024-08-20,College of Natural Sciences,Completed,8
GNT_0000001401,FAC_00000296,218355,DOD,2018-03-13,2020-03-12,College of Natural Sciences,Completed,7
GNT_0000001402,FAC_00000332,204957,EPA,2022-01-06,2025-01-05,College of Natural Sciences,Completed,7
GNT_0000001403,FAC_00000522,50392,NSF,2023-10-06,2026-10-05,College of Natural Sciences,Active,2
GNT_0000001404,FAC_00000043,343781,DOD,2019-06-09,2022-06-08,College of Natural Sciences,Completed,11
GNT_0000001405,FAC_00000629,112092,DOC,2019-07-22,2020-07-21,College of Natural Sciences,Completed,2
GNT_0000001406,FAC_00000560,1320206,Industrial Partner,2021-09-13,2023-09-13,College of Natural Sciences,Completed,22
GNT_0000001407,FAC_00000522,286563,DOE,2018-03-15,2021-03-14,College of Natural Sciences,Completed,12
GNT_0000001408,FAC_00000287,4844549,DOC,2020-03-18,2023-03-18,College of Natural Sciences,Completed,129
GNT_0000001409,FAC_00000551,83493,Industrial Partner,2018-09-27,2021-09-26,College of Natural Sciences,Completed,0
GNT_0000001410,FAC_00000513,4776018,EPA,2019-05-02,2023-05-01,College of Natural Sciences,Completed,200
GNT_0000001411,FAC_00000446,93907,DOC,2022-08-14,2026-08-13,College of Natural Sciences,Active,6
GNT_0000001412,FAC_00000115,108527,NSF,2023-07-09,2024-07-08,College of Natural Sciences,Completed,2
GNT_0000001413,FAC_00000103,267558,Industrial Partner,2021-03-01,2024-02-29,College of Natural Sciences,Completed,10
GNT_0000001414,FAC_00000284,5000000,EPA,2023-08-21,2028-08-19,College of Natural Sciences,Active,271
GNT_0000001415,FAC_00000050,540010,NIH,2019-07-22,2021-07-21,College of Natural Sciences,Completed,11
GNT_0000001416,FAC_00000343,28479,Private Foundation,2021-04-05,2024-04-04,College of Natural Sciences,Cancelled,1
GNT_0000001417,FAC_00000039,77339,Private Foundation,2019-08-03,2021-08-02,College of Natural Sciences,Completed,0
GNT_0000001418,FAC_00000195,2547099,Industrial Partner,2020-12-07,2024-12-06,College of Natural Sciences,Completed,98
GNT_0000001419,FAC_00000204,47232,DOD,2022-06-07,2023-06-07,College of Natural Sciences,Completed,0
GNT_0000001420,FAC_00000430,135628,Industrial Partner,2020-12-18,2025-12-17,College of Natural Sciences,Completed,5
GNT_0000001421,FAC_00000177,143519,NIH,2018-07-16,2022-07-15,College of Natural Sciences,Completed,3
GNT_0000001422,FAC_00000440,2296663,DOC,2023-07-23,2026-07-22,College of Natural Sciences,Active,77
GNT_0000001423,FAC_00000018,221083,DOE,2022-03-12,2026-03-11,College of Natural Sciences,Completed,10
GNT_0000001424,FAC_00000468,1644079,USDA,2020-10-05,2023-10-05,College of Natural Sciences,Completed,43
GNT_0000001425,FAC_00000662,2159487,EPA,2024-04-17,2028-04-16,College of Natural Sciences,Active,76
GNT_0000001426,FAC_00000370,625811,USDA,2020-07-24,2022-07-24,College of Natural Sciences,Completed,15
GNT_0000001427,FAC_00000358,238409,DOC,2018-09-27,2022-09-26,College of Natural Sciences,Completed,6
GNT_0000001428,FAC_00000437,370839,Private Foundation,2024-08-20,2027-08-20,College of Natural Sciences,Active,17
GNT_0000001429,FAC_00000542,1049320,NIH,2021-01-14,2024-01-14,College of Natural Sciences,Completed,25
GNT_0000001430,FAC_00000522,319492,USDA,2019-11-23,2020-11-22,College of Natural Sciences,Completed,0
GNT_0000001431,FAC_00000127,281653,NIH,2024-01-26,2026-01-25,College of Natural Sciences,Completed,10
GNT_0000001432,FAC_00000409,908787,DOE,2021-05-17,2023-05-17,College of Natural Sciences,Completed,18
GNT_0000001433,FAC_00000648,305659,Industrial Partner,2019-09-13,2022-09-12,College of Natural Sciences,Completed,8
GNT_0000001434,FAC_00000528,39556,DOC,2019-10-22,2021-10-21,College of Natural Sciences,Completed,0
GNT_0000001435,FAC_00000591,691417,DOE,2018-04-06,2021-04-05,College of Natural Sciences,Completed,22
GNT_0000001436,FAC_00000349,195769,DOC,2024-01-23,2029-01-21,College of Natural Sciences,Active,8
GNT_0000001437,FAC_00000658,162982,NSF,2021-06-25,2026-06-24,College of Natural Sciences,Completed,12
GNT_0000001438,FAC_00000043,213530,DOD,2021-06-25,2025-06-24,College of Natural Sciences,Completed,7
GNT_0000001439,FAC_00000461,23943,USDA,2023-04-09,2026-04-08,College of Natural Sciences,Completed,1
GNT_0000001440,FAC_00000504,83177,USDA,2024-01-12,2026-01-11,College of Natural Sciences,Completed,1
GNT_0000001441,FAC_00000520,5000000,Industrial Partner,2020-01-22,2025-01-20,College of Natural Sciences,Completed,254
GNT_0000001442,FAC_00000284,100911,DOD,2018-09-27,2021-09-26,College of Natural Sciences,Completed,4
GNT_0000001443,FAC_00000023,25832,EPA,2020-10-25,2022-10-25,College of Natural Sciences,Completed,1
GNT_0000001444,FAC_00000582,220397,NIH,2024-03-16,2027-03-16,College of Natural Sciences,Active,10
GNT_0000001445,FAC_00000072,39125,NIH,2022-04-19,2025-04-18,College of Natural Sciences,Completed,2
GNT_0000001446,FAC_00000398,168622,DOC,2024-07-24,2027-07-24,College of Natural Sciences,Active,6
GNT_0000001447,FAC_00000412,595770,DOE,2018-02-11,2023-02-10,College of Natural Sciences,Completed,30
GNT_0000001448,FAC_00000377,1039852,NIH,2019-10-28,2021-10-27,College of Natural Sciences,Completed,24
GNT_0000001449,FAC_00000320,62922,DOC,2019-08-14,2021-08-13,College of Natural Sciences,Completed,2
GNT_0000001450,FAC_00000190,2355080,USDA,2018-05-25,2019-05-25,College of Natural Sciences,Completed,28
GNT_0000001451,FAC_00000587,2362615,DOD,2019-01-11,2023-01-10,College of Natural Sciences,Completed,109
GNT_0000001452,FAC_00000512,54004,USDA,2019-04-22,2020-04-21,College of Natural Sciences,Completed,0
GNT_0000001453,FAC_00000645,16992,NSF,2024-11-24,2027-11-24,College of Natural Sciences,Active,0
GNT_0000001454,FAC_00000110,555941,NIH,2018-06-14,2020-06-13,College of Natural Sciences,Cancelled,12
GNT_0000001455,FAC_00000374,345512,DOE,2018-08-02,2022-08-01,College of Natural Sciences,Completed,20
GNT_0000001456,FAC_00000222,60727,DOD,2024-12-16,2026-12-16,College of Natural Sciences,Active,1
GNT_0000001457,FAC_00000317,487716,DOE,2022-09-20,2024-09-19,College of Natural Sciences,Completed,7
GNT_0000001458,FAC_00000555,19594,EPA,2018-08-16,2020-08-15,College of Natural Sciences,Completed,0
GNT_0000001459,FAC_00000360,34799,USDA,2024-12-11,2027-12-11,College of Natural Sciences,Active,2
GNT_0000001460,FAC_00000293,520419,EPA,2019-06-09,2022-06-08,College of Natural Sciences,Completed,12
GNT_0000001461,FAC_00000631,63149,EPA,2023-03-14,2024-03-13,College of Natural Sciences,Completed,0
GNT_0000001462,FAC_00000297,198492,USDA,2020-02-19,2023-02-18,College of Natural Sciences,Completed,5
GNT_0000001463,FAC_00000667,745294,EPA,2019-12-28,2020-12-27,College of Natural Sciences,Completed,4
GNT_0000001464,FAC_00000493,934819,NIH,2021-01-08,2024-01-08,College of Natural Sciences,Completed,25
GNT_0000001465,FAC_00000576,17541,EPA,2019-09-09,2022-09-08,College of Natural Sciences,Cancelled,0
GNT_0000001466,FAC_00000601,64876,NSF,2021-03-28,2022-03-28,College of Natural Sciences,Completed,1
GNT_0000001467,FAC_00000007,76914,DOC,2023-03-16,2026-03-15,College of Natural Sciences,Completed,1
GNT_0000001468,FAC_00000217,29371,DOD,2022-04-28,2026-04-27,College of Natural Sciences,Completed,2
GNT_0000001469,FAC_00000609,147463,DOC,2024-07-24,2026-07-24,College of Natural Sciences,Active,6
GNT_0000001470,FAC_00000444,51608,USDA,2018-03-15,2019-03-15,College of Natural Sciences,Completed,1
GNT_0000001471,FAC_00000652,1065796,DOC,2019-12-07,2020-12-06,College of Natural Sciences,Cancelled,8
GNT_0000001472,FAC_00000201,113576,NIH,2021-03-02,2024-03-01,College of Natural Sciences,Completed,5
GNT_0000001473,FAC_00000463,596487,Industrial Partner,2022-12-06,2027-12-05,College of Natural Sciences,Active,25
GNT_0000001474,FAC_00000446,1184977,DOD,2018-03-21,2021-03-20,College of Natural Sciences,Completed,45
GNT_0000001475,FAC_00000181,80989,Private Foundation,2020-03-16,2022-03-16,College of Natural Sciences,Completed,0
GNT_0000001476,FAC_00000454,53949,Industrial Partner,2022-02-04,2025-02-03,College of Natural Sciences,Completed,4
GNT_0000001477,FAC_00000375,84907,NSF,2020-02-27,2023-02-26,College of Natural Sciences,Cancelled,3
